Name	Description_su	SRR6825935	SRR6825934	SRR6825939	SRR6825938	SRR6825941	SRR6825940	SRR6825933	SRR6825932	SRR6825926	SRR6825925	SRR6825930	SRR6825928
LOC121918577	na	6.46117126532006	6.64227146692487	7.29576677550873	7.38571870213642	6.55998776226034	7.49913253694121	6.27536109200234	6.93479750500622	7.26969645077202	8.53519792838415	0.955055150671004	7.47109457994377
LOC121918576	na	4.95843554738533	5.58654266729433	5.928297413483	5.98176472785899	5.59211549852651	5.71157770168077	5.70860891256126	6.36897645030803	6.19525217241276	5.24224449286906	6.89809189133854	4.65511817930199
LOC121918574	na	1.63768670289026	1.37573647266285	1.98029965338813	1.70561441737461	1.70019827238795	2.84164326811356	1.55369031950029	2.13821269153137	2.09937406471583	0	1.5247194035928	2.81741446630924
COPB2	na	11.1862172587256	11.5195411188625	11.5865496139453	10.712556514383	10.5455812344547	10.5742010000626	11.1451471045481	10.786859980018	11.5551544416773	10.6481223924476	11.1059218183646	11.0865343820058
COPB1	na	10.8311354566635	10.1424421105348	10.7252321038753	10.1744097664875	10.4030630225757	10.4972775424998	10.703568613432	10.1785025299344	10.7584884400637	10.2084385408898	10.4719235585669	10.6051128983572
LOC121923311	na	0	2.88362353657588	3.14654673597234	0	5.55807934710718	2.35395573115207	2.28431930320128	0	0	3.06524851289006	0	3.01026837401827
LOC121923312	na	9.72033712025745	9.6193748835553	11.0105457261104	8.12508490210622	8.3882077768695	8.60967665044904	9.59313881788953	10.0791566094785	9.98420786918265	9.51592848895538	9.9988638889901	9.44634068295706
LOC121923318	na	7.28243474486933	7.50172091381504	7.51297428200215	7.02143145538259	6.72246206556148	7.33429458657275	7.09272515320308	7.502351762516	7.04886140074148	6.64038412319965	7.9479424239114	7.84456811396741
LOC121922955	na	8.15758363592447	8.54162251477072	8.03446807140881	8.38628295550826	8.64890827833593	8.95572252034463	8.39176381855611	7.90860573017936	8.96680997428336	8.7180084729523	7.83386543760034	8.57394085630837
LOC121922956	na	6.72147400247675	6.753086122812	7.55124055991351	4.97877472701403	7.69226841983624	7.99976845194637	7.82955475690989	7.78794541909776	7.03688012618422	6.27890027913529	6.77983534537578	8.21136194693811
LOC121922957	na	4.28370460220758	4.2737053527218	5.52882667358027	6.47905989713118	5.97407136952203	5.97001633390418	5.47743767764324	4.25888606335666	7.62219077921344	4.33358939901687	8.24434720801019	7.25957999415963
LOC121922950	na	8.685515597765	8.61681844289361	9.37672390190555	8.29053305967732	9.67516770268279	9.72462544389073	9.21029998379085	9.16129176438559	8.52726677964337	9.69848876176598	7.78558308604197	9.43797711187482
LOC121922951	na	2.97506351123937	0	0	0	2.9538925494923	8.81791209933822	4.20328256632743	0	0	0	0	0
LOC121922952	na	9.1416333886027	9.37617195252765	9.7235729190187	9.9068177437739	9.59140776012055	9.77289371945957	9.5639199082282	9.43859908430109	9.89907440723558	9.67526802339155	9.57233933015836	9.64652569263898
LOC121922953	na	8.12521636523692	7.48254893709867	8.10305053689033	7.87007397273113	8.44983247652857	7.93457697329316	8.47652603795454	8.2788994720088	8.49697632633756	7.7464035685446	8.41671861938788	8.28315455889107
LOC121922959	na	6.67750704744284	8.75372131764383	7.7551531104856	9.40111613762088	7.96327124683122	9.22968180073427	8.57134129689331	7.21361052069433	7.88534121714878	7.80463223142106	5.33712080711509	6.29698178122621
CD3E	na	11.7345586546216	9.57932850948281	10.9401913633169	11.4109439783654	10.4879937524034	11.086348000092	10.9358510636926	10.5055374411571	10.9350946995192	11.5281955120266	9.82015486440396	9.49552879844112
C2H18orf32	na	10.1430524427624	9.26835799457786	11.2006979114852	8.92183831427199	11.8084144457312	12.6658555402389	11.7833621721902	10.6305165787446	10.2983429561753	9.45965612524379	11.9220104502327	10.7379405999499
PXMP4	na	8.84307711336302	9.41208071618044	8.84100826522296	9.40111613762088	8.34394821322878	8.24436232601428	8.39591506481864	8.82130738449715	9.0555884810279	8.93340156565583	9.11339591486531	8.61161207079108
PXMP2	na	10.9640369625303	9.68932851490983	10.0180919128127	8.79535432683168	10.8330356972271	10.3287592674773	10.2736718358582	10.6294841514504	10.5178804309717	10.2956181747962	10.5543822567552	10.4295733121553
VSTM2A	na	3.15684045326777	0	3.14654673597234	0	0	0	0	0	0	4.10553281519541	2.24932851586416	0
VSTM2B	na	0	2.06695263959814	2.30090477737476	0	3.32161420752806	3.94418772129615	3.12807628772077	0	0	2.78578005868393	0	0
VSTM2L	na	0	2.53231956206516	5.29626480198533	0	0	0	0	0	0	0	1.93204651264254	7.66988298758555
KTN1	na	10.695799815242	10.611855593771	9.97087811140548	10.0735508626557	11.0071167381169	9.94225863760884	10.9258374400569	10.3196103975181	10.2653486108449	10.0185326982752	11.5030200668481	10.5518495297825
SLC25A22	na	11.283225359957	12.1841392901792	11.8359296708814	10.7193462081642	10.8006524096333	11.5882518102504	11.6432828639522	12.0374803205494	11.3416522263606	11.3342824730907	11.3459308718758	11.4195238873107
